,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
2622,Welsch,8850,8630,NA,"bone bed, 115 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2623,Welsch,8840,8520,NA,145 cm depth,NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2624,Welsch,8837,8617,NA,"bone bed, 174 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2625,Welsch,8765,8385,Level 13,"Level 13, 120-130 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 430",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2626,Welsch,8732,8312,Level 7,"Level 7, 60-70 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 431","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2627,Welsch,8629,8349,NA,"bone bed, 150 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 431","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2628,Welsch,8489,8349,NA,"bison kill, collected in a backhoe trench",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2629,Welsch,8356,8156,NA,"bone bed, 150 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 431","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2630,Welsch,6926,6586,NA,190 cm depth,NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 432","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2631,Welsch,4140,3880,NA,"buried stone circle, 90-100 cm depth",NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 435",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2632,Welsch,2316,2136,NA,70-80 cm depth,NA,Radiocarbon years BP,49.583333,-114.05,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,"Harington, 2003: 440",NA,NA,NA,NA,NA,NA,NA,NA,CARD
2633,Welsch,2237,2057,NA,50-60 cm depth,NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 441","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2634,Welsch,528,348,NA,10-20 cm depth,NA,Radiocarbon years BP,49.583333,-114.05,"Harington, 2003: 456","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Van Dyke and Unfreed, 1992",Faunmap 4955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2635,Wenas Creek Mammoth site [45YA1083],17150,17020,NA,NA,NA,Radiocarbon years BP,46.455639,-120.738899,Lubinski et al 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2636,Wenas Creek Mammoth site [45YA1083],16801,16661,NA,NA,NA,Radiocarbon years BP,46.455639,-120.738899,Lubinski et al 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2637,Western Heritage Centre [EhPo-78],4524,4364,NA,"bone bed, 1.2 m depth",NA,Radiocarbon years BP,51.2,-114.466667,"Beaudoin, 1998","Harington, 2003: 435",Faunmap 4026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2638,Weston [OS-99],1327,676,NA,NA,Unit II,Radiocarbon years BP,36.75,-96,"Howard, J. H. 1970. 1969 archaeological investigations at the Weston and Hogshooter sites, Osage and Washington counties, Oklahoma. Bulletin Of The Oklahoma Anthropological Society 19:61-100.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2639,Weston Canyon Rockshelter,7997,5723,NA,NA,Layer 12-13,Radiocarbon years BP,42,-112,"Miller, S. J. 1972. Weston Canyon Rockshelter: big-game hunting in southeastern Idaho. Master's thesis, Idaho State University, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2640,Weston Canyon Rockshelter,5723,1942,NA,NA,Layer 6-7-8,Radiocarbon years BP,42,-112,"Miller, S. J. 1972. Weston Canyon Rockshelter: big-game hunting in southeastern Idaho. Master's thesis, Idaho State University, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2641,Weston Canyon Rockshelter,5723,4122,NA,NA,Layer 9,Radiocarbon years BP,42,-112,"Miller, S. J. 1972. Weston Canyon Rockshelter: big-game hunting in southeastern Idaho. Master's thesis, Idaho State University, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2642,Weston Canyon Rockshelter,4122,1942,NA,NA,Layer 4-5,Radiocarbon years BP,42,-112,"Miller, S. J. 1972. Weston Canyon Rockshelter: big-game hunting in southeastern Idaho. Master's thesis, Idaho State University, Pocatello.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2643,Wheat Bison Jump [24BE1010],747,687,NA,NA,NA,Radiocarbon years BP,45.11615,-112.895693,"L.B. Davis, p.c. 2001"," Godin et al., 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2644,White Buffalo Robe [32ME7],675,609,NA,NA,Nailati Phase,Radiocarbon years BP,47.25,-101.366667,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2645,White Buffalo Robe [32ME7],484,297,NA,NA,Heart River,Radiocarbon years BP,47.25,-101.366667,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2646,White Buffalo Robe [32ME7],54,53,NA,NA,Knife River,Radiocarbon years BP,47.25,-101.366667,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2647,White Mesa Mine,15673,15205,NA,NA,Assemblage,Calibrated radiocarbon years BP,35.533333,-106.8,"Morgan, G.S., and L.F. Rinehart. 2007. Late Pleistocene (Rancholabrean) mammals from fissure deposits in the Jurassic Todilto Formation, White Mesa mine, Sandoval County, north-central New Mexico. New Mexico Geology 29(2):39-51.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2648,White Oaks Mound [21IC1],2245,1022,NA,NA,Assemblage,Radiocarbon years BP,47.25,-93.75,"Lukens, P. W. , Jr. 1963. Some ethnozoological implications of mammalian faunas from Minnesota archeological sites. Ph.D. dissertation, University of Minnesota, Minneapolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2649,White Rock [42SA11540],1939,1859,NA,"Feature 5, Component 6. An AMS date. The feature was found ca. 9 cm bmgs; it was ovoid, 40 x 50 cm, 18 cm deep; straight walled with a flat bottom. Fill contained 4 pieces of FCR, 12 pieces of debitage, a one-hand mano, charred Cheno-Am embroyos, Sporobolus, 3 charred bone fragments, possibly from a deer to elk or bison sized mammal. Pine, juniper and Chenopodiaceae wood charcoal were also in the fill. A pollen sample from the mano yielded unnaturally high frequencies of Poaciae and Sacrobatus grains.",NA,Radiocarbon years BP,37.631161,-109.805024,DAVIS 2003C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2650,Whitehorse [JkVa-?],2966,2846,NA,alluvial deposit in gravel quarry,NA,Radiocarbon years BP,61.783333,-136.016667,"Harington, 2003: 438","Stephenson et al., 2001",Faunmap 3705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2651,Whitemouth Falls [EaLa-1],5838,5538,Component 3,NA,NA,Radiocarbon years BP,50.119444,-96.033333,"Harington, 2003: 433","Buchner, 1979","Buchner and Pujo, 1977","Ens, 1998",Faunmap 3819,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2652,Whitemouth Falls [EaLa-1],5555,5255,Component 3,NA,NA,Radiocarbon years BP,50.119444,-96.033333,"Harington, 2003: 433","Buchner, 1979","Buchner and Pujo, 1977","Ens, 1998",Faunmap 3819,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2653,Whitemouth Falls [EaLa-1],3943,3593,Component 2,NA,NA,Radiocarbon years BP,50.119444,-96.033333,"Harington, 2003: 436","Webster, 2004","Buchner, 1979","Buchner and Pujo, 1977","Ens, 1998",Faunmap 3819,NA,NA,NA,NA,NA,NA,NA,CARD
2654,Whitemud Creek,5047,4747,NA,T-2 alluvium,NA,Radiocarbon years BP,53.5,-113.666667,"Rains and Welch, 1988","Harington, 2003: 434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2655,Whitemud Creek,3660,3480,NA,"T-3 alluvium, relict beaver dam",NA,Radiocarbon years BP,53.5,-113.666667,"Rains and Welch, 1988","Harington, 2003: 436","Rains, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2656,Whitemud Creek,3601,3421,NA,"T-3 alluvium, relict beaver dam",NA,Radiocarbon years BP,53.5,-113.666667,"Rains and Welch, 1988","Harington, 2003: 436","Rains, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2657,Whitemud Creek,1283,1143,NA,T-4 alluvium,NA,Radiocarbon years BP,53.5,-113.666667,"Rains and Welch, 1988","Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2658,Whitemud Creek,879,729,NA,T-1 alluvium,NA,Radiocarbon years BP,53.5,-113.666667,"Rains and Welch, 1988","Harington, 2003: 451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2659,Whitemud Creek,783,643,NA,T-1 alluvium,NA,Radiocarbon years BP,53.5,-113.666667,"Harington, 2003: 453","Rains and Welch, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2660,Whitewater Draw,18809,12287,NA,NA,Lower Unit Da,Radiocarbon years BP,31.366667,-109.616667,"Harris, A. H. 1985. Late Pleistocene vertebrate paleoecology of the west. University of Texas Press, Austin.","Sayles, E. B., and E. Antevs. 1941. The Cochise culture. Medallion Papers 29.","Waters, M. R. 1986. The geoarchaeology of Whitewater Draw, Arizona. University of Arizona Anthropological Papers 45.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2661,Whitewater Draw,10627,8876,NA,NA,Lower Unit Db,Radiocarbon years BP,31.366667,-109.616667,"Harris, A. H. 1985. Late Pleistocene vertebrate paleoecology of the west. University of Texas Press, Austin.","Sayles, E. B., and E. Antevs. 1941. The Cochise culture. Medallion Papers 29.","Waters, M. R. 1986. The geoarchaeology of Whitewater Draw, Arizona. University of Arizona Anthropological Papers 45.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2662,Whitewater Draw,11468,8876,NA,NA,Unit Dc,Radiocarbon years BP,31.366667,-109.616667,"Harris, A. H. 1985. Late Pleistocene vertebrate paleoecology of the west. University of Texas Press, Austin.","Sayles, E. B., and E. Antevs. 1941. The Cochise culture. Medallion Papers 29.","Waters, M. R. 1986. The geoarchaeology of Whitewater Draw, Arizona. University of Arizona Anthropological Papers 45.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2663,Wildcat Canyon [35GM9],7571,5723,NA,NA,Stratum D,Radiocarbon years BP,45.616667,-120.366667,"Dumond, D. E., and R. Minor. 1983. Archaeology in the John Day Reservoir: the Wildcat Canyon site 35-GM-9. University of Oregon Anthropological Papers 30.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2664,Wildcat Canyon [35GM9],2648,545,NA,NA,Stratum C,Radiocarbon years BP,45.616667,-120.366667,"Dumond, D. E., and R. Minor. 1983. Archaeology in the John Day Reservoir: the Wildcat Canyon site 35-GM-9. University of Oregon Anthropological Papers 30.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2665,Wilford [21ML12],477,433,NA,Feature 56,NA,Radiocarbon years BP,45.929539,-93.632525,Cummings et al. 2015-Investigating Poorly Known Historic Context: Dating Minnesota's Prehistory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2666,Williams [34Gd-122],1105,507,NA,NA,Assemblage,Radiocarbon years BP,35,-97.75,"Brooks, R. L., R. R. Drass, and F. E. Swenson. 1985. Prehistoric farmers of the Washita River valley: settlement and subsistence patterns during the Plains Village period. Oklahoma Archeological Survey Archaeological Resource Survey Report 23.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2667,Williamson [14CF330],3903,3764,NA,NA,Assemblage,Radiocarbon years BP,38.2825,-95.878889,"Schmits, L. J. 1987. The Williamson site and the Late Archaic El Dorado phase in eastern Kansas. Plains Anthropologist 32:153-174.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2668,Willingham [34ML5],850,500,NA,NA,Assemblage,Calendar years BP,35,-97.5,"Baugh, S. T. 1986. Late Prehistoric bison distributions in Oklahoma. Plains Anthropologist Memoir 21:83-96.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2669,Williston Lake,12441,12311,NA,NA,NA,Radiocarbon years BP,55.969,-123.782,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
2670,Williscroft Creek [JgVp-VP],6347,6207,NA,"peat, 2.0 m below the White River Ash, eastern lobe, 2.38 m below the surface, in association with a bison tibia",NA,Radiocarbon years BP,61.083333,-138.55,"Blake, 1988",Faunmap 3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2671,Williscroft Creek [JgVp-VP],2250,2190,NA,stream gravels,NA,Radiocarbon years BP,61.083333,-138.55,"Harington, 2003: 424","Stephenson et al., 2001","R.M. Gotthardt, p.c. 1998",Faunmap 3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2672,Wilson Butte Cave [10Je6],8837,7672,NA,NA,Stratum C middle,Radiocarbon years BP,42.766667,-114.216667,"Crane, H. R., and J. B. Griffin. 1966. University of Michigan radiocarbon dates XI. Radiocarbon 8:256-285.","Gruhn, R. 1961. The archeology of Wilson Butte Cave, south-central Idaho. Idaho State College Museum, Occasional Papers 6.","Lundelius, E. L., Jr., R. W. Graham, E. Anderson, J. Guilday, J. A. Holman, D. W. Steadman, and S. D. Webb. 1983. Terrestrial vertebrate faunas. Pages 311-353 in Late-Quaternary environments of the United States: volume 1, The late Pleistocene (S. C. Porter, editor), University of Minnesota Press, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2673,Wilson Butte Cave [10Je6],7672,3107,NA,NA,Stratum C upper,Radiocarbon years BP,42.766667,-114.216667,"Crane, H. R., and J. B. Griffin. 1966. University of Michigan radiocarbon dates XI. Radiocarbon 8:256-285.","Gruhn, R. 1961. The archeology of Wilson Butte Cave, south-central Idaho. Idaho State College Museum, Occasional Papers 6.","Lundelius, E. L., Jr., R. W. Graham, E. Anderson, J. Guilday, J. A. Holman, D. W. Steadman, and S. D. Webb. 1983. Terrestrial vertebrate faunas. Pages 311-353 in Late-Quaternary environments of the United States: volume 1, The late Pleistocene (S. C. Porter, editor), University of Minnesota Press, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2674,Wilson Butte Cave [10Je6],834,169,NA,NA,Stratum A,Radiocarbon years BP,42.766667,-114.216667,"Crane, H. R., and J. B. Griffin. 1966. University of Michigan radiocarbon dates XI. Radiocarbon 8:256-285.","Gruhn, R. 1961. The archeology of Wilson Butte Cave, south-central Idaho. Idaho State College Museum, Occasional Papers 6.","Lundelius, E. L., Jr., R. W. Graham, E. Anderson, J. Guilday, J. A. Holman, D. W. Steadman, and S. D. Webb. 1983. Terrestrial vertebrate faunas. Pages 311-353 in Late-Quaternary environments of the United States: volume 1, The late Pleistocene (S. C. Porter, editor), University of Minnesota Press, Minneapolis, Minnesota, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2675,Windle [EfPs-1],2725,2445,NA,alluvial clay deposited by the river along its floodplain,NA,Radiocarbon years BP,50.941667,-115.133333,"Brumley and Rushworth, 1983","Wilmeth, 1978","Harington, 2003: 439","Lowdon et al., 1974","Wilson, 1983a: 300",Faunmap 4011,NA,NA,NA,NA,NA,NA,NA,CARD
2676,Windy Bison [48YE697],779,659,NA,"bison bonebed, Lower",NA,Radiocarbon years BP,44.603293,-110.478185,"Cannon and Hale 2013, From Arnica Point To Steamboat Point…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2677,Windy Bison [48YE697],434,374,NA,"Bison bonbed, upper",NA,Radiocarbon years BP,44.603293,-110.478185,"Cannon and Hale 2013, From Arnica Point To Steamboat Point…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2678,Winger [14ST401],10337,10157,NA,"bone bed in buried soil, 2.75 m depth",NA,Radiocarbon years BP,37.679167,-101.698056,"Mandel and Hofman, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2679,Wither's Wallow,14069,13687,NA,NA,Assemblage,Radiocarbon years BP,37.25,-111.875,"Jefferson, G.T., W.E. Miller, M.E. Nelson, and J.H. Madsen Jr. 1994. Catalog of Late Quaternary vertebrates from Utah. Technical Report 9, Natural History Museum of Los Angeles County, Los Angeles, California, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2680,Witt [14GE600],730,605,NA,NA,Assemblage,Radiocarbon years BP,39.083333,-96.583333,"Brown, M. E. 1972. Cultural behavior as reflected in the vertebrate faunal assemblages of three Smoky Hill sites. Master's thesis, University of Kansas, Lawrence.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2681,Wittrock [13OB4],685,525,NA,"upper zone, Little Sioux phase Mill Creek village, feature 2, a trash pit, 52-54"" depth, originating at 20"" depth",NA,Radiocarbon years BP,43.084046,-95.625507,"Semken and Falk, 1987"," Tiffany 1981, A Compendium of Radiocarbon Dates for Iowa Archaeological Sites"," Vis and Henning, 1969: 267"," Anderson, 1986",Faunmap 526," Bender et al., 1965: 401",NA,NA,NA,NA,NA,NA,NA,CARD
2682,Wittrock [13OB4],672,459,NA,NA,Assemblage,Radiocarbon years BP,42.968889,-95.418056,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Semken, H. A., Jr. 1971. Small mammal remains from the Wittrock Mill Creek culture site. Pages 109-113 in Prehistoric investigations (M. McKusick, editor), University of Iowa, Office of the State Archaeologist Report 3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2683,Wittrock [13OB4],574,374,NA,"upper zone, Little Sioux phase Mill Creek village, feature 2, a trash pit, 52-54"" depth, originating at 20"" depth",NA,Radiocarbon years BP,43.084046,-95.625507,"Semken and Falk, 1987"," Tiffany 1981, A Compendium of Radiocarbon Dates for Iowa Archaeological Sites"," Vis and Henning, 1969: 267"," Anderson, 1986",Faunmap 526," Bender et al., 1965: 401",NA,NA,NA,NA,NA,NA,NA,CARD
2684,Wold Bison Jump [48JO966],514,458,159.30-.20m,"Area 3, Unit 1941 N/2013E",NA,Radiocarbon years BP,43.612265,-106.895525,Pelton et al. 2018- The Wold Bison Jump (48Jo966) and Its Relation To The Ancestral Crow On The Northwest Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2685,Wold Bison Jump [48JO966],462,402,NA,"Beneath cliff spall, around 10 m south of Area 4",NA,Radiocarbon years BP,43.612265,-106.895525,Pelton et al. 2018- The Wold Bison Jump (48Jo966) and Its Relation To The Ancestral Crow On The Northwest Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2686,Wold Bison Jump [48JO966],448,350,159.30-.20m,"Area 1, Unit 1953N/2085E",NA,Radiocarbon years BP,43.612265,-106.895525,Pelton et al. 2018- The Wold Bison Jump (48Jo966) and Its Relation To The Ancestral Crow On The Northwest Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2687,Wold Bison Jump [48JO966],437,351,163.30-.20m,"Area 2, Unit 1951N/2098E",NA,Radiocarbon years BP,43.612265,-106.895525,Pelton et al. 2018- The Wold Bison Jump (48Jo966) and Its Relation To The Ancestral Crow On The Northwest Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2688,Woodruff Bison Kill [42Ri1],1326,1146,NA,Bison Bone at 76cm,NA,Radiocarbon years BP,41.5,-111.116667,"Metcalfe 1999, Marwitt and Fry, 1973","Shields, 1978","Faunmap 1451, Grayson 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2689,Wortham Shelter [48BH730],1405,1232,NA,NA,Assemblage,Radiocarbon years BP,44.991667,-108.233333,"Greer, J. W. n.d. Archeological investigations at the Wortham Shelter 48BH730, Big Horn County, Wyoming. Ms. on file, University of Wyoming, Department of Anthropology, Laramie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
2690,Wright [EaLg-9],4064,3864,NA,"section A, 1.4 m depth, in a palaeosol developed in silty clay",NA,Radiocarbon years BP,50.025,-97.0375,"Harington, 2003: 435","Nielsen, et al. 1993, 1996",Faunmap 3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
2691,Wybark [34MS76],582,486,NA,NA,Assemblage,Radiocarbon years BP,35.75,-95.25,"Davis, L. C. 1987. Late Pleistocene/Holocene environmental changes in the central plains of the United States: the mammalian record. Pages 88-143 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.","Lopez, D. R. 1973. The Wybark site: a late Prehistoric village complex in the Three Forks locale, Muskogee County, Oklahoma. Oklahoma Anthropological Society 22:11-126.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
